subscription_id,date,account_id,account_name,plan,seats,mrr,cost,region
SUB-40922,2024-11-17,ACC-2107,Okafor Group,Starter,1,29,10.15,North America
SUB-40923,2024-11-10,ACC-2040,Cohen Co,Pro,1,99,34.65,Europe
SUB-40924,2024-11-26,ACC-2032,Silva Labs,Pro,11,1089,381.15,LATAM
SUB-40925,2024-11-14,ACC-2108,Kim Co,Starter,3,87,30.45,APAC
SUB-40926,2024-11-17,ACC-2011,Reyes Labs,Starter,6,174,60.9,North America
SUB-40927,2024-11-10,ACC-2051,Rossi Labs,Starter,1,29,10.15,APAC
SUB-40928,2024-11-14,ACC-2023,Garcia Systems,Business,8,1992,697.2,APAC
SUB-40929,2024-11-10,ACC-2056,Silva Group,Pro,19,1881,658.35,North America
SUB-40930,2024-11-19,ACC-2083,Silva Co,Business,13,3237,1132.95,APAC
SUB-40931,2024-11-03,ACC-2089,Garcia Digital,Business,8,1992,697.2,Europe
SUB-40932,2024-11-26,ACC-2035,Kim Systems,Enterprise,15,11985,4194.75,LATAM
SUB-40933,2024-11-11,ACC-2051,Rossi Labs,Enterprise,3,2397,838.95,LATAM
SUB-40934,2024-11-10,ACC-2005,Kim Inc,Pro,11,1089,381.15,Europe
SUB-40935,2024-11-04,ACC-2021,Patel Group,Enterprise,3,2397,838.95,North America
SUB-40936,2024-11-25,ACC-2010,Cohen Group,Enterprise,9,7191,2516.85,North America
SUB-40937,2024-11-20,ACC-2117,Patel Group,Starter,5,145,50.75,LATAM
SUB-40938,2024-11-20,ACC-2006,Silva Inc,Pro,6,594,207.9,LATAM
SUB-40939,2024-11-18,ACC-2049,Okafor Systems,Pro,12,1188,415.8,Europe
SUB-40940,2024-11-02,ACC-2023,Garcia Systems,Pro,6,594,207.9,North America
SUB-40941,2024-11-06,ACC-2118,Tanaka Co,Business,16,3984,1394.4,North America
SUB-40942,2024-11-21,ACC-2059,Haddad Group,Pro,10,990,346.5,Europe
SUB-40943,2024-11-02,ACC-2091,Cohen Group,Pro,3,297,103.95,Europe
SUB-40944,2024-11-26,ACC-2076,Cohen Group,Enterprise,18,14382,5033.7,North America
SUB-40945,2024-11-08,ACC-2030,Kim Inc,Starter,5,145,50.75,LATAM
SUB-40946,2024-11-04,ACC-2041,Kim Inc,Enterprise,17,13583,4754.05,North America
SUB-40947,2024-11-08,ACC-2105,Nguyen Co,Enterprise,5,3995,1398.25,North America
SUB-40948,2024-11-01,ACC-2002,Haddad Group,Business,18,4482,1568.7,North America
SUB-40949,2024-11-06,ACC-2063,Silva Systems,Business,17,4233,1481.55,North America
SUB-40950,2024-11-26,ACC-2001,Cohen Digital,Business,7,1743,610.05,Europe
SUB-40951,2024-11-10,ACC-2031,Tanaka Group,Business,17,4233,1481.55,North America
SUB-40952,2024-11-13,ACC-2103,Silva Labs,Business,19,4731,1655.85,APAC
SUB-40953,2024-11-19,ACC-2118,Tanaka Co,Starter,9,261,91.35,LATAM
SUB-40954,2024-11-18,ACC-2067,Patel Group,Business,18,4482,1568.7,North America
SUB-40955,2024-11-25,ACC-2014,Nguyen Co,Enterprise,14,11186,3915.1,Europe
SUB-40956,2024-11-26,ACC-2076,Cohen Group,Business,9,2241,784.35,North America
SUB-40957,2024-11-11,ACC-2021,Patel Group,Pro,6,594,207.9,Europe
SUB-40958,2024-11-21,ACC-2093,Garcia Systems,Enterprise,20,15980,5593,LATAM
SUB-40959,2024-11-14,ACC-2050,Tanaka Digital,Starter,8,232,81.2,North America
SUB-40960,2024-11-24,ACC-2054,Kim Co,Pro,15,1485,519.75,APAC
SUB-40961,2024-12-01,ACC-2100,Silva Group,Enterprise,19,15181,5313.35,North America
SUB-40962,2024-12-18,ACC-2047,Rossi Labs,Business,19,4731,1655.85,Europe
SUB-40963,2024-12-10,ACC-2075,Brooks Group,Pro,1,99,34.65,APAC
SUB-40964,2024-12-08,ACC-2099,Reyes Co,Business,19,4731,1655.85,APAC
SUB-40965,2024-12-14,ACC-2101,Garcia Digital,Business,5,1245,435.75,Europe
SUB-40966,2024-12-22,ACC-2084,Silva Digital,Enterprise,17,13583,4754.05,APAC
SUB-40967,2024-12-04,ACC-2094,Reyes Group,Enterprise,9,7191,2516.85,LATAM
SUB-40968,2024-12-09,ACC-2060,Reyes Co,Pro,10,990,346.5,Europe
SUB-40969,2024-12-14,ACC-2019,Haddad Co,Pro,8,792,277.2,APAC
SUB-40970,2024-12-16,ACC-2063,Silva Systems,Pro,16,1584,554.4,Europe
SUB-40971,2024-12-04,ACC-2003,Okafor Systems,Enterprise,4,3196,1118.6,Europe
SUB-40972,2024-12-23,ACC-2107,Okafor Group,Pro,17,1683,589.05,Europe
SUB-40973,2024-12-07,ACC-2063,Silva Systems,Pro,3,297,103.95,North America
SUB-40974,2024-12-13,ACC-2028,Rossi Labs,Enterprise,12,9588,3355.8,LATAM
SUB-40975,2024-12-05,ACC-2061,Brooks Inc,Starter,18,522,182.7,North America
SUB-40976,2024-12-02,ACC-2017,Haddad Co,Starter,13,377,131.95,Europe
SUB-40977,2024-12-04,ACC-2077,Reyes Co,Enterprise,15,11985,4194.75,LATAM
SUB-40978,2024-12-21,ACC-2039,Rossi Co,Pro,10,990,346.5,APAC
SUB-40979,2024-12-01,ACC-2054,Kim Co,Pro,9,891,311.85,Europe
SUB-40980,2024-12-09,ACC-2082,Okafor Digital,Pro,10,990,346.5,LATAM
SUB-40981,2024-12-23,ACC-2004,Silva Digital,Pro,3,297,103.95,Europe
SUB-40982,2024-12-05,ACC-2071,Brooks Digital,Starter,14,406,142.1,North America
SUB-40983,2024-12-15,ACC-2078,Brooks Labs,Starter,13,377,131.95,North America
SUB-40984,2024-12-22,ACC-2058,Haddad Group,Enterprise,20,15980,5593,Europe
SUB-40985,2024-12-11,ACC-2035,Kim Systems,Pro,10,990,346.5,North America
SUB-40986,2024-12-16,ACC-2011,Reyes Labs,Pro,12,1188,415.8,LATAM
SUB-40987,2024-12-11,ACC-2093,Garcia Systems,Enterprise,6,4794,1677.9,LATAM
SUB-40988,2024-12-23,ACC-2008,Kim Systems,Starter,14,406,142.1,Europe
SUB-40989,2024-12-04,ACC-2046,Okafor Group,Starter,11,319,111.65,North America
SUB-40990,2024-12-11,ACC-2040,Cohen Co,Enterprise,8,6392,2237.2,North America
SUB-40991,2024-12-14,ACC-2000,Reyes Group,Enterprise,17,13583,4754.05,APAC
SUB-40992,2024-12-02,ACC-2110,Okafor Labs,Pro,7,693,242.55,LATAM
SUB-40993,2024-12-10,ACC-2066,Kim Co,Business,9,2241,784.35,LATAM
SUB-40994,2024-12-05,ACC-2010,Cohen Group,Pro,11,1089,381.15,APAC
SUB-40995,2024-12-22,ACC-2102,Haddad Inc,Business,3,747,261.45,North America
SUB-40996,2024-12-19,ACC-2060,Reyes Co,Pro,10,990,346.5,LATAM
SUB-40997,2024-12-27,ACC-2022,Rossi Labs,Business,8,1992,697.2,LATAM
SUB-40998,2024-12-08,ACC-2058,Haddad Group,Pro,3,297,103.95,APAC
SUB-40999,2024-12-20,ACC-2014,Nguyen Co,Business,8,1992,697.2,North America
SUB-41000,2024-12-12,ACC-2108,Kim Co,Business,20,4980,1743,APAC
SUB-41001,2024-12-20,ACC-2056,Silva Group,Starter,19,551,192.85,North America
SUB-41002,2024-12-08,ACC-2062,Brooks Co,Pro,15,1485,519.75,LATAM
SUB-41003,2024-12-17,ACC-2019,Haddad Co,Business,3,747,261.45,APAC
SUB-41004,2024-12-03,ACC-2026,Kim Digital,Enterprise,11,8789,3076.15,APAC
SUB-41005,2024-12-15,ACC-2086,Brooks Inc,Business,20,4980,1743,APAC
SUB-41006,2024-12-20,ACC-2000,Reyes Group,Enterprise,12,9588,3355.8,APAC
SUB-41007,2024-12-12,ACC-2095,Kim Systems,Starter,6,174,60.9,North America
SUB-41008,2024-12-17,ACC-2022,Rossi Labs,Business,14,3486,1220.1,LATAM
SUB-41009,2024-12-26,ACC-2079,Haddad Systems,Pro,18,1782,623.7,APAC
SUB-41010,2024-12-11,ACC-2088,Tanaka Labs,Starter,1,29,10.15,North America
SUB-41011,2024-12-19,ACC-2107,Okafor Group,Starter,2,58,20.3,North America
SUB-41012,2024-12-19,ACC-2047,Rossi Labs,Enterprise,15,11985,4194.75,LATAM
SUB-41013,2024-12-12,ACC-2028,Rossi Labs,Business,20,4980,1743,Europe
SUB-41014,2024-12-21,ACC-2097,Haddad Labs,Business,6,1494,522.9,APAC
SUB-41015,2024-12-04,ACC-2097,Haddad Labs,Enterprise,13,10387,3635.45,APAC
SUB-41016,2024-12-15,ACC-2005,Kim Inc,Business,3,747,261.45,APAC
SUB-41017,2024-12-24,ACC-2051,Rossi Labs,Starter,16,464,162.4,APAC
SUB-41018,2024-12-05,ACC-2069,Reyes Group,Business,13,3237,1132.95,Europe
SUB-41019,2024-12-21,ACC-2041,Kim Inc,Business,10,2490,871.5,Europe
SUB-41020,2024-12-04,ACC-2089,Garcia Digital,Pro,17,1683,589.05,North America
SUB-41021,2024-12-02,ACC-2113,Patel Labs,Pro,20,1980,693,LATAM
SUB-41022,2024-12-27,ACC-2107,Okafor Group,Pro,20,1980,693,APAC
SUB-41023,2024-12-01,ACC-2034,Okafor Digital,Business,10,2490,871.5,Europe
SUB-41024,2024-12-06,ACC-2081,Haddad Group,Business,3,747,261.45,APAC
SUB-41025,2024-12-10,ACC-2093,Garcia Systems,Business,7,1743,610.05,LATAM
SUB-41026,2024-12-10,ACC-2039,Rossi Co,Business,17,4233,1481.55,LATAM
SUB-41027,2024-12-22,ACC-2097,Haddad Labs,Pro,16,1584,554.4,APAC
SUB-41028,2024-12-27,ACC-2016,Kim Group,Starter,2,58,20.3,APAC
SUB-41029,2024-12-10,ACC-2043,Kim Labs,Business,6,1494,522.9,North America
SUB-41030,2024-12-17,ACC-2022,Rossi Labs,Pro,3,297,103.95,Europe
SUB-41031,2024-12-20,ACC-2002,Haddad Group,Enterprise,1,799,279.65,North America
SUB-41032,2024-12-26,ACC-2055,Garcia Co,Starter,2,58,20.3,APAC
SUB-41033,2024-12-22,ACC-2091,Cohen Group,Pro,9,891,311.85,APAC
SUB-41034,2024-12-22,ACC-2027,Okafor Digital,Enterprise,11,8789,3076.15,LATAM
SUB-41035,2024-12-12,ACC-2100,Silva Group,Starter,7,203,71.05,North America
SUB-41036,2024-12-23,ACC-2017,Haddad Co,Enterprise,4,3196,1118.6,APAC
SUB-41037,2024-12-15,ACC-2116,Brooks Inc,Business,5,1245,435.75,Europe
SUB-41038,2024-12-17,ACC-2111,Nguyen Group,Business,7,1743,610.05,Europe
SUB-41039,2024-12-24,ACC-2090,Okafor Co,Enterprise,13,10387,3635.45,LATAM
SUB-41040,2024-12-20,ACC-2060,Reyes Co,Enterprise,8,6392,2237.2,APAC
SUB-41041,2024-12-13,ACC-2031,Tanaka Group,Pro,15,1485,519.75,North America
SUB-41042,2024-12-02,ACC-2038,Kim Labs,Business,8,1992,697.2,North America
SUB-41043,2024-12-23,ACC-2115,Haddad Digital,Enterprise,18,14382,5033.7,LATAM
SUB-41044,2024-12-11,ACC-2115,Haddad Digital,Starter,20,580,203,APAC
SUB-41045,2024-12-17,ACC-2060,Reyes Co,Starter,11,319,111.65,APAC
SUB-41046,2024-12-14,ACC-2027,Okafor Digital,Starter,6,174,60.9,LATAM
SUB-41047,2024-12-26,ACC-2056,Silva Group,Business,4,996,348.6,Europe
SUB-41048,2024-12-27,ACC-2087,Cohen Systems,Pro,17,1683,589.05,Europe
SUB-41049,2024-12-02,ACC-2071,Brooks Digital,Enterprise,5,3995,1398.25,North America
SUB-41050,2024-12-12,ACC-2042,Silva Inc,Business,2,498,174.3,APAC
SUB-41051,2024-12-16,ACC-2072,Nguyen Group,Enterprise,5,3995,1398.25,LATAM
SUB-41052,2024-12-02,ACC-2102,Haddad Inc,Business,20,4980,1743,North America
SUB-41053,2024-12-19,ACC-2100,Silva Group,Business,7,1743,610.05,Europe
SUB-41054,2024-12-12,ACC-2091,Cohen Group,Pro,8,792,277.2,APAC
SUB-41055,2024-12-25,ACC-2074,Silva Digital,Starter,6,174,60.9,APAC
SUB-41056,2024-12-23,ACC-2091,Cohen Group,Pro,3,297,103.95,APAC
SUB-41057,2024-12-07,ACC-2054,Kim Co,Starter,6,174,60.9,Europe
SUB-41058,2024-12-07,ACC-2091,Cohen Group,Business,14,3486,1220.1,LATAM
SUB-41059,2024-12-12,ACC-2051,Rossi Labs,Business,12,2988,1045.8,APAC
SUB-41060,2024-12-07,ACC-2042,Silva Inc,Pro,14,1386,485.1,Europe
SUB-41061,2024-12-09,ACC-2115,Haddad Digital,Pro,17,1683,589.05,LATAM
SUB-41062,2024-12-07,ACC-2107,Okafor Group,Starter,8,232,81.2,LATAM
SUB-41063,2024-12-08,ACC-2083,Silva Co,Starter,8,232,81.2,North America
SUB-41064,2025-01-15,ACC-2089,Garcia Digital,Pro,2,198,69.3,LATAM
SUB-41065,2025-01-26,ACC-2021,Patel Group,Pro,17,1683,589.05,LATAM
SUB-41066,2025-01-14,ACC-2115,Haddad Digital,Business,8,1992,697.2,North America
SUB-41067,2025-01-05,ACC-2023,Garcia Systems,Enterprise,17,13583,4754.05,LATAM
SUB-41068,2025-01-08,ACC-2023,Garcia Systems,Starter,14,406,142.1,LATAM
SUB-41069,2025-01-12,ACC-2079,Haddad Systems,Business,16,3984,1394.4,LATAM
SUB-41070,2025-01-07,ACC-2066,Kim Co,Business,7,1743,610.05,APAC
SUB-41071,2025-01-15,ACC-2071,Brooks Digital,Business,13,3237,1132.95,LATAM
SUB-41072,2025-01-07,ACC-2050,Tanaka Digital,Business,9,2241,784.35,North America
SUB-41073,2025-01-09,ACC-2015,Haddad Inc,Business,20,4980,1743,North America
SUB-41074,2025-01-14,ACC-2068,Kim Inc,Enterprise,14,11186,3915.1,LATAM
SUB-41075,2025-01-02,ACC-2000,Reyes Group,Starter,20,580,203,APAC
SUB-41076,2025-01-01,ACC-2091,Cohen Group,Starter,19,551,192.85,Europe
SUB-41077,2025-01-27,ACC-2107,Okafor Group,Pro,5,495,173.25,Europe
SUB-41078,2025-01-17,ACC-2102,Haddad Inc,Pro,12,1188,415.8,LATAM
SUB-41079,2025-01-27,ACC-2077,Reyes Co,Enterprise,5,3995,1398.25,LATAM
SUB-41080,2025-01-22,ACC-2009,Brooks Co,Pro,4,396,138.6,Europe
SUB-41081,2025-01-04,ACC-2009,Brooks Co,Enterprise,12,9588,3355.8,APAC
SUB-41082,2025-01-23,ACC-2011,Reyes Labs,Business,18,4482,1568.7,LATAM
SUB-41083,2025-01-21,ACC-2106,Tanaka Systems,Business,5,1245,435.75,LATAM
SUB-41084,2025-01-17,ACC-2111,Nguyen Group,Business,5,1245,435.75,APAC
SUB-41085,2025-01-07,ACC-2002,Haddad Group,Pro,7,693,242.55,Europe
SUB-41086,2025-01-02,ACC-2056,Silva Group,Pro,14,1386,485.1,Europe
SUB-41087,2025-01-01,ACC-2066,Kim Co,Pro,5,495,173.25,LATAM
SUB-41088,2025-01-06,ACC-2053,Tanaka Systems,Pro,8,792,277.2,APAC
SUB-41089,2025-01-13,ACC-2038,Kim Labs,Pro,11,1089,381.15,LATAM
SUB-41090,2025-01-10,ACC-2038,Kim Labs,Enterprise,8,6392,2237.2,North America
SUB-41091,2025-01-12,ACC-2050,Tanaka Digital,Starter,1,29,10.15,North America
SUB-41092,2025-01-14,ACC-2105,Nguyen Co,Enterprise,14,11186,3915.1,APAC
SUB-41093,2025-01-27,ACC-2060,Reyes Co,Business,4,996,348.6,APAC
SUB-41094,2025-01-03,ACC-2082,Okafor Digital,Business,3,747,261.45,LATAM
SUB-41095,2025-01-26,ACC-2034,Okafor Digital,Business,18,4482,1568.7,APAC
SUB-41096,2025-01-15,ACC-2048,Silva Inc,Enterprise,3,2397,838.95,Europe
SUB-41097,2025-01-14,ACC-2033,Reyes Group,Enterprise,8,6392,2237.2,LATAM
SUB-41098,2025-01-16,ACC-2062,Brooks Co,Starter,11,319,111.65,North America
SUB-41099,2025-01-08,ACC-2022,Rossi Labs,Enterprise,12,9588,3355.8,North America
SUB-41100,2025-01-06,ACC-2091,Cohen Group,Enterprise,10,7990,2796.5,LATAM
SUB-41101,2025-01-25,ACC-2087,Cohen Systems,Starter,3,87,30.45,North America
SUB-41102,2025-01-15,ACC-2111,Nguyen Group,Business,2,498,174.3,Europe
SUB-41103,2025-01-26,ACC-2002,Haddad Group,Pro,15,1485,519.75,LATAM
SUB-41104,2025-01-02,ACC-2050,Tanaka Digital,Pro,15,1485,519.75,APAC
SUB-41105,2025-01-20,ACC-2052,Rossi Digital,Starter,14,406,142.1,Europe
SUB-41106,2025-01-26,ACC-2032,Silva Labs,Business,18,4482,1568.7,North America
SUB-41107,2025-01-20,ACC-2011,Reyes Labs,Pro,10,990,346.5,LATAM
SUB-41108,2025-01-21,ACC-2102,Haddad Inc,Pro,4,396,138.6,Europe
SUB-41109,2025-01-17,ACC-2104,Cohen Labs,Pro,4,396,138.6,Europe
SUB-41110,2025-01-01,ACC-2034,Okafor Digital,Enterprise,1,799,279.65,North America
SUB-41111,2025-01-04,ACC-2075,Brooks Group,Enterprise,2,1598,559.3,Europe
SUB-41112,2025-01-18,ACC-2012,Okafor Group,Business,4,996,348.6,APAC
SUB-41113,2025-01-13,ACC-2046,Okafor Group,Pro,7,693,242.55,Europe
SUB-41114,2025-01-15,ACC-2102,Haddad Inc,Enterprise,20,15980,5593,North America
SUB-41115,2025-01-24,ACC-2071,Brooks Digital,Enterprise,5,3995,1398.25,North America
SUB-41116,2025-01-07,ACC-2039,Rossi Co,Enterprise,19,15181,5313.35,APAC
SUB-41117,2025-01-27,ACC-2116,Brooks Inc,Enterprise,8,6392,2237.2,LATAM
SUB-41118,2025-01-10,ACC-2010,Cohen Group,Enterprise,13,10387,3635.45,LATAM
SUB-41119,2025-01-16,ACC-2047,Rossi Labs,Starter,12,348,121.8,Europe
SUB-41120,2025-01-25,ACC-2118,Tanaka Co,Pro,18,1782,623.7,Europe
SUB-41121,2025-01-17,ACC-2103,Silva Labs,Pro,19,1881,658.35,North America
SUB-41122,2025-01-08,ACC-2016,Kim Group,Starter,2,58,20.3,Europe
SUB-41123,2025-01-19,ACC-2017,Haddad Co,Enterprise,5,3995,1398.25,Europe
SUB-41124,2025-01-16,ACC-2024,Silva Co,Pro,16,1584,554.4,North America
SUB-41125,2025-01-20,ACC-2041,Kim Inc,Pro,4,396,138.6,APAC
SUB-41126,2025-01-11,ACC-2039,Rossi Co,Pro,8,792,277.2,Europe
SUB-41127,2025-01-18,ACC-2101,Garcia Digital,Enterprise,18,14382,5033.7,Europe
SUB-41128,2025-01-02,ACC-2051,Rossi Labs,Business,16,3984,1394.4,APAC
SUB-41129,2025-01-23,ACC-2087,Cohen Systems,Pro,9,891,311.85,Europe
SUB-41130,2025-01-05,ACC-2072,Nguyen Group,Starter,13,377,131.95,APAC
SUB-41131,2025-01-17,ACC-2107,Okafor Group,Business,4,996,348.6,LATAM
SUB-41132,2025-01-03,ACC-2005,Kim Inc,Business,16,3984,1394.4,LATAM
SUB-41133,2025-01-19,ACC-2079,Haddad Systems,Enterprise,17,13583,4754.05,APAC
SUB-41134,2025-01-25,ACC-2010,Cohen Group,Pro,12,1188,415.8,LATAM
SUB-41135,2025-01-03,ACC-2013,Kim Co,Starter,17,493,172.55,Europe
SUB-41136,2025-01-19,ACC-2066,Kim Co,Business,12,2988,1045.8,Europe
SUB-41137,2025-01-26,ACC-2039,Rossi Co,Enterprise,6,4794,1677.9,LATAM
SUB-41138,2025-01-11,ACC-2065,Patel Group,Pro,11,1089,381.15,Europe
SUB-41139,2025-01-22,ACC-2050,Tanaka Digital,Enterprise,11,8789,3076.15,Europe
SUB-41140,2025-01-27,ACC-2099,Reyes Co,Starter,14,406,142.1,North America
SUB-41141,2025-01-10,ACC-2101,Garcia Digital,Business,6,1494,522.9,APAC
SUB-41142,2025-01-02,ACC-2071,Brooks Digital,Pro,11,1089,381.15,North America
SUB-41143,2025-01-08,ACC-2012,Okafor Group,Pro,16,1584,554.4,North America
SUB-41144,2025-01-06,ACC-2119,Cohen Systems,Enterprise,7,5593,1957.55,North America
SUB-41145,2025-01-18,ACC-2065,Patel Group,Starter,17,493,172.55,Europe
SUB-41146,2025-01-21,ACC-2022,Rossi Labs,Enterprise,3,2397,838.95,APAC
SUB-41147,2025-01-20,ACC-2063,Silva Systems,Enterprise,9,7191,2516.85,North America
SUB-41148,2025-01-23,ACC-2010,Cohen Group,Pro,12,1188,415.8,Europe
SUB-41149,2025-01-04,ACC-2118,Tanaka Co,Business,6,1494,522.9,North America
SUB-41150,2025-01-08,ACC-2098,Haddad Group,Pro,3,297,103.95,North America
SUB-41151,2025-01-18,ACC-2078,Brooks Labs,Pro,9,891,311.85,LATAM
SUB-41152,2025-01-01,ACC-2096,Haddad Inc,Starter,6,174,60.9,APAC
SUB-41153,2025-01-26,ACC-2012,Okafor Group,Starter,6,174,60.9,LATAM
SUB-41154,2025-01-02,ACC-2081,Haddad Group,Pro,18,1782,623.7,North America
SUB-41155,2025-01-25,ACC-2007,Silva Labs,Pro,4,396,138.6,North America
SUB-41156,2025-01-19,ACC-2104,Cohen Labs,Enterprise,7,5593,1957.55,Europe
SUB-41157,2025-01-20,ACC-2048,Silva Inc,Business,10,2490,871.5,LATAM
SUB-41158,2025-01-27,ACC-2049,Okafor Systems,Pro,2,198,69.3,LATAM
SUB-41159,2025-01-01,ACC-2017,Haddad Co,Starter,19,551,192.85,North America
SUB-41160,2025-01-03,ACC-2083,Silva Co,Starter,7,203,71.05,North America
SUB-41161,2025-01-20,ACC-2050,Tanaka Digital,Enterprise,20,15980,5593,APAC
SUB-41162,2025-01-08,ACC-2030,Kim Inc,Pro,11,1089,381.15,LATAM
SUB-41163,2025-01-08,ACC-2051,Rossi Labs,Business,19,4731,1655.85,North America
SUB-41164,2025-01-05,ACC-2097,Haddad Labs,Pro,4,396,138.6,APAC
SUB-41165,2025-01-03,ACC-2060,Reyes Co,Business,2,498,174.3,APAC
SUB-41166,2025-01-04,ACC-2033,Reyes Group,Starter,4,116,40.6,APAC
SUB-41167,2025-01-21,ACC-2049,Okafor Systems,Starter,1,29,10.15,Europe
SUB-41168,2025-01-23,ACC-2076,Cohen Group,Enterprise,19,15181,5313.35,APAC
SUB-41169,2025-01-18,ACC-2048,Silva Inc,Business,7,1743,610.05,APAC
SUB-41170,2025-01-11,ACC-2075,Brooks Group,Starter,20,580,203,Europe
SUB-41171,2025-01-16,ACC-2052,Rossi Digital,Enterprise,2,1598,559.3,APAC
SUB-41172,2025-01-08,ACC-2117,Patel Group,Business,6,1494,522.9,North America
SUB-41173,2025-02-14,ACC-2051,Rossi Labs,Business,18,4482,1568.7,APAC
SUB-41174,2025-02-02,ACC-2075,Brooks Group,Pro,8,792,277.2,APAC
SUB-41175,2025-02-24,ACC-2093,Garcia Systems,Pro,15,1485,519.75,LATAM
SUB-41176,2025-02-19,ACC-2069,Reyes Group,Pro,14,1386,485.1,APAC
SUB-41177,2025-02-21,ACC-2102,Haddad Inc,Enterprise,6,4794,1677.9,North America
SUB-41178,2025-02-02,ACC-2077,Reyes Co,Pro,8,792,277.2,APAC
SUB-41179,2025-02-16,ACC-2092,Tanaka Group,Starter,13,377,131.95,APAC
SUB-41180,2025-02-27,ACC-2100,Silva Group,Starter,14,406,142.1,Europe
SUB-41181,2025-02-10,ACC-2043,Kim Labs,Pro,3,297,103.95,LATAM
SUB-41182,2025-02-25,ACC-2066,Kim Co,Starter,10,290,101.5,North America
SUB-41183,2025-02-20,ACC-2046,Okafor Group,Starter,7,203,71.05,North America
SUB-41184,2025-02-26,ACC-2062,Brooks Co,Business,3,747,261.45,APAC
SUB-41185,2025-02-27,ACC-2037,Okafor Group,Enterprise,13,10387,3635.45,APAC
SUB-41186,2025-02-16,ACC-2020,Cohen Inc,Enterprise,16,12784,4474.4,LATAM
SUB-41187,2025-02-07,ACC-2066,Kim Co,Pro,8,792,277.2,APAC
SUB-41188,2025-02-01,ACC-2104,Cohen Labs,Enterprise,18,14382,5033.7,APAC
SUB-41189,2025-02-27,ACC-2006,Silva Inc,Enterprise,8,6392,2237.2,APAC
SUB-41190,2025-02-02,ACC-2093,Garcia Systems,Enterprise,7,5593,1957.55,LATAM
SUB-41191,2025-02-17,ACC-2019,Haddad Co,Pro,6,594,207.9,North America
SUB-41192,2025-02-01,ACC-2007,Silva Labs,Pro,13,1287,450.45,APAC
SUB-41193,2025-02-02,ACC-2006,Silva Inc,Pro,11,1089,381.15,LATAM
SUB-41194,2025-02-25,ACC-2076,Cohen Group,Pro,4,396,138.6,Europe
SUB-41195,2025-02-27,ACC-2068,Kim Inc,Starter,6,174,60.9,LATAM
SUB-41196,2025-02-15,ACC-2007,Silva Labs,Pro,1,99,34.65,Europe
SUB-41197,2025-02-15,ACC-2111,Nguyen Group,Enterprise,17,13583,4754.05,Europe
SUB-41198,2025-02-15,ACC-2014,Nguyen Co,Business,16,3984,1394.4,APAC
SUB-41199,2025-02-15,ACC-2061,Brooks Inc,Pro,10,990,346.5,Europe
SUB-41200,2025-02-17,ACC-2047,Rossi Labs,Enterprise,10,7990,2796.5,Europe
SUB-41201,2025-02-09,ACC-2048,Silva Inc,Starter,19,551,192.85,APAC
SUB-41202,2025-02-23,ACC-2027,Okafor Digital,Starter,7,203,71.05,Europe
SUB-41203,2025-02-17,ACC-2012,Okafor Group,Enterprise,10,7990,2796.5,North America
SUB-41204,2025-02-09,ACC-2061,Brooks Inc,Enterprise,1,799,279.65,APAC
SUB-41205,2025-02-04,ACC-2116,Brooks Inc,Enterprise,6,4794,1677.9,LATAM
SUB-41206,2025-02-11,ACC-2055,Garcia Co,Pro,20,1980,693,Europe
SUB-41207,2025-02-18,ACC-2033,Reyes Group,Business,3,747,261.45,North America
SUB-41208,2025-02-25,ACC-2034,Okafor Digital,Enterprise,14,11186,3915.1,LATAM
SUB-41209,2025-02-14,ACC-2112,Tanaka Group,Pro,8,792,277.2,LATAM
SUB-41210,2025-02-09,ACC-2068,Kim Inc,Enterprise,9,7191,2516.85,Europe
SUB-41211,2025-02-16,ACC-2079,Haddad Systems,Pro,7,693,242.55,Europe
SUB-41212,2025-02-17,ACC-2103,Silva Labs,Enterprise,11,8789,3076.15,Europe
SUB-41213,2025-02-15,ACC-2040,Cohen Co,Starter,3,87,30.45,North America
SUB-41214,2025-02-15,ACC-2021,Patel Group,Enterprise,20,15980,5593,APAC
SUB-41215,2025-02-19,ACC-2030,Kim Inc,Starter,13,377,131.95,APAC
SUB-41216,2025-02-06,ACC-2109,Okafor Co,Enterprise,6,4794,1677.9,APAC
SUB-41217,2025-02-20,ACC-2072,Nguyen Group,Enterprise,18,14382,5033.7,Europe
SUB-41218,2025-02-26,ACC-2001,Cohen Digital,Pro,12,1188,415.8,LATAM
SUB-41219,2025-02-08,ACC-2013,Kim Co,Enterprise,9,7191,2516.85,Europe
SUB-41220,2025-02-16,ACC-2010,Cohen Group,Pro,20,1980,693,APAC
SUB-41221,2025-02-09,ACC-2028,Rossi Labs,Enterprise,6,4794,1677.9,Europe
SUB-41222,2025-02-12,ACC-2008,Kim Systems,Starter,10,290,101.5,North America
SUB-41223,2025-02-04,ACC-2027,Okafor Digital,Business,19,4731,1655.85,North America
SUB-41224,2025-02-01,ACC-2103,Silva Labs,Business,3,747,261.45,LATAM
SUB-41225,2025-02-10,ACC-2062,Brooks Co,Starter,5,145,50.75,North America
SUB-41226,2025-02-06,ACC-2047,Rossi Labs,Starter,9,261,91.35,APAC
SUB-41227,2025-02-24,ACC-2038,Kim Labs,Pro,10,990,346.5,North America
SUB-41228,2025-02-14,ACC-2065,Patel Group,Enterprise,2,1598,559.3,APAC
